# Korean UI strings -- In Falsus
# Format: <Key><TAB><KeyName><TAB><korean>. Key is the integer
# Str.Strings.Key enum value; KeyName is that enum member's name
# (informational only -- pack-ui-strings matches by Key, never by name).
# Only rows this project translates are listed; everything else keeps
# its English text (format strings, judgment badges like EXACT/NEAR,
# debug/unused entries, language self-names).
305	Tooltip_UnableToCraftCardZeroStats	<b>공격력이 0</b>이거나 <b>방어력이 0인</b> 카드는⏎제작할 수 없습니다
306	Tooltip_FullDiscoveryRequired	마스터리 챌린지에 도전하려면⏎설계도를 모두 발견해야 합니다
307	Tooltip_StackLimitedReached	한 칸에 배치할 수 있는 입자 개수를 초과했습니다
308	Tooltip_TryingOOBPiece	입자가 설계도 범위를 벗어나 배치되었습니다
309	Sort_ColorTypeAscUpper	색상별(오름차순)
310	Sort_TotalStatsDescUpper	총 스탯(내림차순)
311	Tooltip_UnableCraftInventoryLimit	카드 인벤토리가 가득 차 있어 더 이상 제작할 수 없습니다
312	TopBar_SelectASongUpper	곡을 선택하세요
313	TopBar_DiveResults	다이브 결과
314	Action_Return	뒤로
315	YouStillHaveEmptySlots	아직 비어 있는 슬롯이 있습니다!
316	AreYouSureYouCraftCard	이대로 카드 제작을 확정하시겠습니까?
317	OptionalStory	선택 시나리오
318	TheNextStoryIsOptional	다음 시나리오 항목은 선택 사항입니다.⏎지금 읽으시겠습니까?
319	Action_Read	읽기
320	Action_Exit	나가기
321	AreYouSureCardDeleteQuestion	선택한 카드 {0}장을 삭제하시겠습니까?
323	Settings_DefaultDisabledReason	이 설정은 타이틀 화면에서만 변경할 수 있습니다.
324	Settings_Slowest	최저속
325	Settings_Slower	느림
326	Settings_Normal	보통
327	Settings_Faster	빠름
328	Settings_Fastest	최고속
329	Settings_KeybindDisplay_Always	항상
330	Settings_KeybindDisplay_OnlyStart	플레이 시작 시에만
331	Settings_KeybindDisplay_Never	없음
332	Settings_LaneColor_Pink	핑크
333	Settings_JudgementTextPos_None	없음
334	Settings_JudgementTextPos_Judgement	기본
335	Settings_JudgementTextPos_Top	위쪽
336	Settings_JudgementTextPos_Middle	가운데
339	Settings_Display_Windowed	창모드
340	Settings_Display_FullScreenWindowed	전체화면 창모드
341	Settings_Display_FullScreen	전체화면
343	SettingsName_FullScreen	화면 타입
344	SettingsName_Resolution	해상도
345	SettingsName_RefreshRate	주사율
346	SettingsName_TrackSpeed	노트 속도
347	SettingsName_AudioOffset	음 오프셋
348	SettingsName_HitNoteSound	탭 노트음
349	SettingsName_HoldNoteSound	홀드 노트음
350	SettingsName_FlippedGameplay	반전 모드
351	SettingsName_RightLaneColor	오른쪽 레인 색상
352	SettingsName_KeybindIndicator	조작 키 표시
353	SettingsName_JudgmentPosition	판정 위치
354	SettingsName_ExactEarlyLate	EXACT 판정 Early/Late 표시
355	SettingsName_TextSpeed	텍스트 속도
356	SettingsName_Language	언어
357	SettingsName_VolumeMaster	마스터 볼륨
358	SettingsName_VolumeBGM	리듬 게임 BGM 볼륨
359	SettingsName_VolumeSFX	리듬 게임 SFX 볼륨
360	SettingsName_VolumeHold	홀드 볼륨
361	SettingsName_VolumeSky	필드 볼륨
362	SettingsName_MouseSensitivity	마우스 감도
363	SettingsButton_QuickSettings	퀵 설정
364	SettingsButton_Display	화면
365	SettingsButton_Gameplay	게임플레이 & UI
366	SettingsButton_Audio	오디오
367	SettingsButton_Controls	조작
368	SettingsHeader_QuickSettings	리듬 게임플레이
369	SettingsHeader_Window	화면
371	SettingsHeader_VisualNovel	비주얼 노벨
372	SettingsHeader_Audio	오디오
373	BestBattleScore_Upper	인카운터 최고 점수
374	OppositionsCards_Upper	상대 카드
375	Drops_Upper	획득
376	Connected_Upper	커넥트 성공
377	MaxPotency_Upper	최대 출력
379	Modal_SongUnlockedTitle	곡 해금
380	Modal_SongsUnlockedTitle	곡 해금
381	Modal_SongUnlockedBody	새로운 곡을 플레이할 수 있습니다
382	Modal_SongsUnlockedBody	새로운 곡들을 플레이할 수 있습니다
383	Modal_ButtonTextOk	확인
386	SettingsExplain_FullScreen	화면 모드를 조정합니다.
387	SettingsExplain_Resolution	화면 해상도를 조정합니다.
388	SettingsExplain_RefreshRate	주사율을 조정합니다.
389	SettingsExplain_TrackSpeed	노트가 내려오는 속도를 조정합니다.
390	SettingsExplain_AudioOffset	LATE 판정이 많다면⏎수치를 늘려 주세요.
391	SettingsExplain_HitNoteSound	탭 노트음을 조정합니다.
392	SettingsExplain_HoldNoteSound	홀드 노트음을 조정합니다.
393	SettingsExplain_FlippedGameplay	노트의 좌우 배치를⏎반전합니다.
394	SettingsExplain_RightLaneColor	뮤직 플레이 중 오른쪽 레인 색상을 조정합니다.
395	SettingsExplain_KeybindIndicator	레인에 할당된 키 표시를⏎변경합니다.
396	SettingsExplain_JudgmentPosition	EARLY/LATE 표시 위치를⏎변경합니다.
397	SettingsExplain_ExactEarlyLate	EXACT 판정에서의 EARLY/LATE⏎표시를 변경합니다.
398	SettingsExplain_TextSpeed	텍스트 표시 속도를 조정합니다.
399	SettingsExplain_Language	게임 언어를 변경합니다.
400	SettingsExplain_VolumeMaster	전체 음량을 조정합니다.
401	SettingsExplain_VolumeBGM	리듬 게임 내 곡의⏎음량을 조정합니다.
402	SettingsExplain_VolumeSFX	탭 노트 연주 시⏎효과음 음량을 조정합니다.
403	SettingsExplain_VolumeHold	홀드 노트 연주 시⏎효과음 음량을 조정합니다.
404	SettingsExplain_VolumeSky	필드 노트 연주 시⏎효과음 음량을 조정합니다.
405	SettingsExplain_MouseSensitivity	마우스 감도를 조정합니다.
407	Skill_Infusion	인퓨전
408	Skill_Synesthesia	시너스타지아
409	Skill_ExpandedIotaLimit	입자 한도 확장
410	Skill_OutOfBoundsTolerance	범위 이탈 내성
411	Skill_OverlapTolerance	중복 내성
412	Skill_DisconnectedTolerance	단절 내성
413	Skill_DiscoveryBoost	발견 부스트
414	Skill_IotaInventoryExpansion	입자 소지 확장
415	Skill_CardInventoryExpansion	카드 소지 확장
416	Skill_IotaRetrievalBoost	입자 획득 부스트
417	Skill_IotaPotencyBoost	입자 출력 부스트
418	Skill_AugmentResolve	정신력 강화
419	Skill_Infusion_Description	제작 시 사용 가능한 입자 종류를 확장
420	Skill_Synesthesia_Description	로드아웃에 편성된 카드 색상 종류마다⏎공격력과 방어력이 5%씩 상승
421	Skill_ExpandedIotaLimit_Description	제작 시 입자 한도가 {0}까지 상승⏎(설계도 최대 한도 이내)
422	Skill_OutOfBoundsTolerance_Description	제작 시 범위 이탈 페널티를 {0}개까지 무시
423	Skill_OverlapTolerance_Description	제작 시 중복 페널티를 {0}개까지 무시
424	Skill_DisconnectedTolerance_Description	제작 시 단절 페널티를 {0}개까지 무시
425	Skill_DiscoveryBoost_Description	제작 시 발견되는 칸의 범위가 1 증가
426	Skill_IotaInventoryExpansion_Description	입자 소지 한도 증가
427	Skill_CardInventoryExpansion_Description	카드 인벤토리 크기를 {0}개 확장
428	Skill_IotaRetrievalBoost_Description	획득하는 동일 종류 입자 수가 {0}개 증가
429	Skill_IotaPotencyBoost_Description	획득하는 입자의 최소 출력이⏎최대치의 {0}%로 보장됨
430	Skill_AugmentResolve_Description	인카운터 시작 HP가 10% 증가
433	Day_Upper	일
434	Action_Select	선택
435	Action_Select_Upper	선택
436	Skill_IotaStackBoost	입자 증가
437	Skill_IotaStackBoost_Description	종류별 획득 가능한 입자 최대량이 {0}개 증가
438	Skill_MaxPotencyChance	입자 출력 극대화
439	Skill_MaxPotencyChance_Description	{0:F1}% 확률로 획득한 입자 출력이 최댓값으로 설정됨
440	Skill_IntuitionBoost	힌트 정확도 부스트
441	Skill_IntuitionBoost_Description	힌트 정확도가 {0:F1}%부터 시작
442	Modal_MainExitConfirmation	나가기
443	Modal_YouHaveIotaInTheGrid	제작 그리드에 배치된 입자가 있습니다.⏎정말 나가시겠습니까?
444	Recipe_LimitMax	{0} (최대: {1})
446	ForgiveDiscomfort_Plus_Int	범위 이탈 내성 +{0}
447	ForgiveDissonance_Plus_Int	중복 내성 +{0}
448	ForgiveDecoherence_Plus_Int	단절 내성 +{0}
449	ForgiveComplexity_Plus_Int	과부하 내성 +{0}
451	ProgressUpper	진행도
452	ObstructionUpper	방해도
454	FailedUpper	실패
455	Results_MaxLinkUpper	맥스 링크
456	Results_PastScoreUpper	최고 점수
457	Results_DifferenceUpper	차이
458	Results_ScoreUpper	점수
459	TapUpper	탭
460	HoldUpper	홀드
461	SkyUpper	필드
462	FlickUpper	플릭
463	Results_DiveOverlayUpper	다이브 상세
466	Results_MissHpUpper	미스 게이지
467	Results_EncounterResultsUpper	인카운터 결과
468	Results_OffensiveScoreUpper	공격 레이트
469	Results_DefensiveScoreUpper	방어 레이트
470	Results_DamageDealtUpper	준 피해
471	Results_DamageTakenUpper	받은 피해
472	Results_FromTraitsUpper	특성
473	Results_FromDiveUpper	퍼포먼스
474	Results_DivePotentialUpper	상한
475	Results_PlayerEgoRecoveredUpper	회복한 HP (자신)
476	Results_OpponentEgoRecoveredUpper	회복시킨 HP (상대)
477	Results_EgoRecoveredUpper	회복한 HP
478	Results_ProgressGainedUpper	얻은 진행도
479	Results_ProgressReducedUpper	잃은 진행도
480	Results_ObstructionGainedUpper	받은 방해도
481	Results_ObstructionReducedUpper	막은 방해도
482	PhaseUpper	페이즈
483	DiveUpper	다이브
484	Results_CriticalUpperBracketed	(크리티컬)
485	Results_PhaseBreakdownUpper	페이즈 상세
486	Results_ReplayUpper	재도전
487	Results_RewardsUpper	입자
488	Results_StartingStats	페이즈 시작 시 스탯
490	SkillNotYetUnlockedDescription	아직 해금되지 않은 스킬입니다
494	Settings_AudioOffsetDescriptionShort	권장값은 0ms입니다. LATE 판정이 많다면⏎수치를 늘려 주세요.⏎±100ms를 초과하면 노트음이 비활성화됩니다.
495	Tooltip_NotAvailableInEventVersion	이벤트 체험판에서는 선택할 수 없습니다
496	DefenceUpper	방어력
499	Stats_Upper	스탯
500	CoreSkillsUpper	캐릭터 스킬
501	GenSkillsUpper	공용 스킬
502	SpectralSkillsUpper	스펙트럴 스킬
503	Skill_InfusionUpper	인퓨전
504	Act1Name	첫 거짓말
505	Act2Name	말하지 않는 편이 나은 과거
506	Act2_5Name	매 순간을
507	Act3Name	천상의 사슬
508	Act4Name	재앙의 손
509	EncounterScoreUpper	인카운터 점수
510	HandSelect_SelectTitle	로드아웃에 장착할 카드를 선택하세요
511	ConnectUpper	커넥트
512	PreviewUpper	미리보기
513	FilterUpper	필터
514	SortUpper	정렬
515	ColorTypeNewestFirstUpper	색상별 그룹
516	InDiscovery	발견 중
517	InMastery	마스터리 중
518	Mastered	마스터리 완료
519	NoTraits	특성 없음
520	WithTraits	특성 있음
521	ResetUpper	초기화
522	CardPreviewUpper	카드 미리보기
523	SongSelect_SelectAPackUpper	팩 선택
524	SelectDifficultyUpper	난이도 선택
525	LoadoutUpper	로드아웃으로
526	Results_ByTraitsUpper	특성
527	Results_ByDiveUpper	퍼포먼스
528	Results_PerformanceUpper	퍼포먼스
529	Settings_TrackSpeedDescriptionShort	노트가 내려오는 속도를 조정합니다.
530	HighscoreUpper	최고 점수
531	Tutorial_ColorAdvantageTitle	색상 상성
532	Tutorial_ColorAdvantageDescription	색상 상성은 한쪽 방향으로만 적용됩니다.⏎빨강 카드가 초록 카드를 상대로 편성되면 빨강 카드의⏎공격력과 방어력이 상승하지만, 초록 카드는⏎영향을 받지 않습니다.
534	Hub_SelectSong	곡 선택
535	Hub_ViewTimeline	타임라인 보기
536	Hub_ScenarioTime	시간대
537	Hub_ExCount	EX 획득 수
538	Hub_Clear	클리어 수
539	Results_TotalUpper	합계
549	HandSelect_DiveLoadoutNotChangeable	이번 다이브에서는 로드아웃을 변경할 수 없습니다
550	Filter_ResetAllUpper	전체 초기화
551	Filter_ColorUpper	색상
552	Filter_TraitsUpper	특성
553	Filter_None	특성 없음
554	Filter_TraitsPresent	특성 있음
555	IntroHand_LeftSideText	동시에
556	IntroHand_RightSideText	눌러 시작
557	SongTransition_Difficulty	난이도
558	Event_WarningTitle	경고
559	Event_RecommendationModalBody	이벤트 모드에서 첫 곡을 플레이할 때는⏎EVO 난이도 이하를 추천합니다.
560	SortButtonDescription_ColorNewestAsc	색상별⏎획득순
561	SortButtonDescription_ColorNewestDesc	색상 우선·획득순(내림차순)
562	SortButtonDescription_PowerAscColorAsc	공격력 우선(오름차순)
563	SortButtonDescription_PowerDescColorAsc	공격력 우선(내림차순)
564	SortButtonDescription_FortFirstAscColorAsc	방어력 우선(오름차순)
565	SortButtonDescription_FortFirstDescColorAsc	방어력 우선(내림차순)
566	SettingsHeader_Keybinds	키 바인드
567	SettingsName_AudioDevice	오디오 장치
568	SettingsName_SideNoteSound	사이드 노트음
569	SettingsName_SkyHoldNoteSound	필드 홀드 노트음
570	SettingsName_FlickNoteSound	플릭 노트음
571	SettingsName_SkyHitNoteSound	필드 히트 노트음
572	SettingsName_SideHoldNoteSound	사이드 홀드 노트음
573	SettingsName_Colorblindness	색각 보조 모드
574	SettingsName_PauseOnLoseFocus	포커스 해제 시 일시정지
576	DifficultyUnlock_FBD13AndAboveLocked	난이도 FORBIDDEN의 지식은, 아직 당신을 거부하고 있다.⏎레벨 12의 FBD 난이도를 공략하여 실력을 증명하라.
577	DifficultyUnlock_FBD12Locked	난이도 FORBIDDEN의 지식은, 아직 당신을 거부하고 있다.⏎레벨 11의 FBD 난이도를 공략하여 실력을 증명하라.
578	DifficultyUnlock_FBD11Locked	난이도 FORBIDDEN의 지식은, 아직 당신을 거부하고 있다.⏎레벨 10의 FBD 난이도를 공략하여 실력을 증명하라.
579	DifficultyUnlock_FBD10Locked	난이도 FORBIDDEN의 지식은, 아직 당신을 거부하고 있다.⏎레벨 8 이상의 ULT 난이도를 공략하여 실력을 증명하라.
580	DifficultyUnlock_UltsLocked	난이도 ULTIMATE의 지식은, 아직 당신을 거부하고 있다.⏎레벨 6 이상의 EVO 난이도를 공략하여 실력을 증명하라.
581	DifficultyUnlock_SongLocked	이 곡을 해금하려면 시나리오를 더 진행해야 합니다
582	ChapterUpper	챕터
584	CraftingChallengeComparisonType_AtLeast_Description	{1} {0} 이상
585	CraftingChallengeComparisonType_AtMost_Description	{1} {0} 이하
586	CraftingChallengeComparisonType_Exactly_Description	{1} 정확히 {0}
587	CraftingChallengeComparisonType_Between_Description	{2}을(를) {0}~{1} 사이로
588	CraftingChallengeTarget_BasePower_Description	기초 공격력
589	CraftingChallengeTarget_BaseFortitude_Description	기초 방어력
590	CraftingChallengeTarget_FinalPower_Description	최종 공격력
591	CraftingChallengeTarget_FinalFortitude_Description	최종 방어력
592	CraftingChallengeTarget_TraitSlots_Description	특성 슬롯
593	CraftingChallengeTarget_AveragePotency_Description	평균 출력
594	CraftingChallengeTarget_PotencyOnAnyIota_Description	입자 출력
595	CraftingChallengeTarget_Range_Description	카드 범위
596	CraftingChallengeTarget_NumberOfIotaUsed_Description	사용 입자 수
597	CraftingChallengeTarget_NumberOfZonesActive_Description	활성화된 구역
598	CraftingChallengeTarget_StrikeCount_Description	페널티
599	CraftingChallengeTarget_SpecificZone_Description	특정 구역
600	CraftingChallengeTarget_TraitAvailable_Description	장착 가능한 특성
602	CraftingStrikeTooltip_OverloadPenalties_Name	과부하
603	CraftingStrikeTooltip_OutOfBoundsPenalties_Name	범위 이탈
604	CraftingStrikeTooltip_OverlapPenalties_Name	중복
605	CraftingStrikeTooltip_DisconnectPenalties_Name	단절
606	CraftingStrikeTooltip_UnsafeClusterPenalties_Name	거짓
607	SettingsName_DamageNumbers	데미지 수치
608	ActTitleName	제{0}장: {1}
609	Modal_RemembranceUnlockedTitle	리멤브런스 해금
610	Modal_RemembranceUnlockedBody	새로운 리멤브런스 {0}개가 해금되었습니다
611	CraftingStrikeTooltip_UnsafeClusterPenalties	<b>거짓 페널티</b>는 안전한 칸에 닿지 않는⏎입자 무리가 있을 때 발생합니다. 빈 칸과 컬러존만⏎안전한 칸으로 취급됩니다. 이 페널티는 항상⏎무한한 페널티를 부여합니다.
612	HideUI	UI 숨기기
613	Autoplay	오토플레이
614	FastForward	빨리 감기
615	ChatLog	로그
616	SelectedIota	선택한 입자
619	SortButtonDescription_TierAscColorAsc	TIER순
631	ForgiveOutOfBounds_Description	일시적으로 <b>범위 이탈 내성</b>이 +{0}
632	ForgiveOverlap_Description	일시적으로 <b>중복 내성</b>이 +{0}
633	ForgiveDisconnect_Description	일시적으로 <b>단절 내성</b>이 +{0}
634	ForgiveOverload_Description	일시적으로 <b>과부하 내성</b>이 +{0}
636	FinalStatsUpper	최종 스탯
637	TraitSlotUpper	특성 슬롯
638	TraitUpper	특성
641	WishlistNow	위시리스트에 추가
642	FullVersionUpper	정식판
643	DemoVersionUpper	데모판
645	DemoCopyright	©lowiro ©2026 Valve Corporation. Steam 및 Steam 로고는 미국 및/또는⏎기타 국가에서 Valve Corporation의 상표 및/또는 등록 상표입니다.
646	OpenBreakdownExplanation	판정을 클릭하면 상세 정보를 확인할 수 있습니다
647	KeybindsPromptTitle	키 바인드
648	KeybindsPromptDescription	설정할 키를 입력하세요.
649	ResetKeybindsTitle	기본값으로 초기화
650	ResetKeybindsDescription	모든 키 바인드를 기본값으로 되돌리시겠습니까?
651	ResetKeybindsTitleUpper	기본값으로
652	ApplyKeyboardBindingsUpper	적용
653	AllSongs	전체 곡
654	OverviewUpper	해금·클리어 현황
655	ViewDifficultyUpper	난이도
656	ClearedUpper	클리어
657	UnlockedUpper	해금
658	Tutorial_NextColonSpace	다음:
659	Tutorial_PressSpacebar	<b>스페이스바</b>를 입력
663	HandUpper	로드아웃
664	HandSelectTrayTextDefault	이전에 사용한 로드아웃
665	HandSelectTrayTextMissing	로드아웃의 카드가 삭제되었습니다
666	HandSelectTrayTextWeak	현재 로드아웃으로는 인카운터를 감당할 수 없습니다
667	ColorGuideUpper	색상 상성표
668	ThanksForPlaying	《In Falsus》 Steam에서 호평 발매 중⏎아래에서 위시리스트 & 플레이
669	SongPause_Paused	일시정지
670	SongPause_Retry	재시도
671	SongPause_Resume	재개
672	SongPause_Quit	중단
673	RemembranceDeselect	리멤브런스 선택 해제
676	UnlockDifficulty	서로 다른 {0} 3곡을 플레이하면 이 난이도가 해금됩니다. ({1}/{2})
677	DemoUnavailable	데모판에서는 선택할 수 없습니다.
678	SettingsExplain_FullScreenWindowed	전체화면 창모드를 활성화합니다.
679	SettingsExplain_Windowed	창모드를 활성화합니다.
680	DifficultyUnlock_Generic	{0}의 지식⏎난이도 {1}은(는), 아직 당신을 거부하고 있다.⏎레벨 {2} {3}의 곡을 공략하여 실력을 증명하라.⏎⏎{4}% 완료
